City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
235,Bubaque,11.2833,-15.8333,79.66,77,100,8.43,overcast clouds,GW,2022-06-20 14:05:49
236,Niono,14.2526,-5.993,94.84,35,12,4.97,few clouds,ML,2022-06-20 14:05:50
237,Te Anau,-45.4167,167.7167,32.85,96,68,1.3,broken clouds,NZ,2022-06-20 14:05:51
238,Luena,-11.7833,19.9167,82.24,19,9,4.5,clear sky,AO,2022-06-20 14:05:52
239,Lagoa,39.05,-27.9833,63.01,75,7,17.34,clear sky,PT,2022-06-20 14:05:53
240,Bagdarin,54.4333,113.6,52.36,92,100,0.34,overcast clouds,RU,2022-06-20 14:05:54
241,Laguna,38.421,-121.4238,69.08,63,0,6.91,clear sky,US,2022-06-20 14:05:54
242,Zhigansk,66.7697,123.3711,45.3,52,0,21.09,clear sky,RU,2022-06-20 14:05:55
243,Georgetown,5.4112,100.3354,82.33,83,40,0.0,thunderstorm,MY,2022-06-20 14:02:50
244,Yar-Sale,66.8333,70.8333,70.59,53,100,9.1,overcast clouds,RU,2022-06-20 14:05:55
245,Gravdal,68.1214,13.5031,49.89,87,75,12.66,broken clouds,NO,2022-06-20 14:05:56
246,Corrientes,-27.4806,-58.8341,65.01,73,3,1.99,clear sky,AR,2022-06-20 14:05:57
247,Ngunguru,-35.6167,174.5,56.52,65,96,29.35,overcast clouds,NZ,2022-06-20 14:05:58
248,Tayabo,15.8342,121.0308,76.82,89,99,4.52,overcast clouds,PH,2022-06-20 14:05:58
249,Bushehr,28.9684,50.8385,93.34,49,1,6.49,clear sky,IR,2022-06-20 14:05:59
250,Fairbanks,64.8378,-147.7164,55.6,91,100,4.61,light rain,US,2022-06-20 14:05:43
251,Rantepao,-2.9701,119.8978,65.5,97,48,2.1,scattered clouds,ID,2022-06-20 14:06:00
252,Kahului,20.8947,-156.47,75.85,86,6,5.01,clear sky,US,2022-06-20 13:57:54
253,Vardo,70.3705,31.1107,46.38,81,20,9.22,few clouds,NO,2022-06-20 14:06:01
254,Puerto Escondido,15.85,-97.0667,77.83,73,75,6.91,broken clouds,MX,2022-06-20 14:06:02
255,Gazanjyk,39.2446,55.5154,94.57,13,0,16.08,clear sky,TM,2022-06-20 14:06:02
256,Svirstroy,60.7999,33.7248,60.08,80,87,5.1,overcast clouds,RU,2022-06-20 14:06:03
257,Asyut,27.181,31.1837,98.64,11,0,18.92,clear sky,EG,2022-06-20 14:06:05
258,Imbituba,-28.24,-48.6703,66.09,69,0,1.99,clear sky,BR,2022-06-20 14:02:39
259,Pacific Grove,36.6177,-121.9166,53.28,91,0,5.01,clear sky,US,2022-06-20 14:03:29
260,Shirokiy,49.758,129.523,58.78,95,100,17.13,overcast clouds,RU,2022-06-20 14:06:06
261,Toora-Khem,52.4675,96.11,59.92,54,15,2.37,few clouds,RU,2022-06-20 14:06:07
262,Vodnyy,63.5046,53.4095,65.32,52,100,8.88,overcast clouds,RU,2022-06-20 14:06:07
263,Labuhan,-6.8844,112.2051,80.55,79,19,5.5,few clouds,ID,2022-06-20 14:06:08
264,Somerset East,-32.7217,25.588,58.21,59,93,4.88,overcast clouds,ZA,2022-06-20 14:06:09
265,Santa Lucia,27.9117,-15.5407,69.12,61,40,28.77,scattered clouds,ES,2022-06-20 14:06:09
266,Arlit,18.7369,7.3853,105.13,10,65,2.21,broken clouds,NE,2022-06-20 14:06:10
267,Dwarka,22.2394,68.9678,85.68,79,45,18.63,scattered clouds,IN,2022-06-20 14:06:11
268,Oliver,49.1831,-119.5524,56.52,68,63,4.03,broken clouds,CA,2022-06-20 14:04:19
269,Rio Gallegos,-51.6226,-69.2181,32.85,93,81,15.39,broken clouds,AR,2022-06-20 14:06:12
270,Port Hardy,50.6996,-127.4199,51.98,93,100,3.44,light rain,CA,2022-06-20 14:06:14
271,Tuatapere,-46.1333,167.6833,37.65,92,10,5.03,clear sky,NZ,2022-06-20 14:06:15
272,Celestun,20.8667,-90.4,80.08,76,82,8.41,broken clouds,MX,2022-06-20 14:06:16
273,Vila Franca Do Campo,37.7167,-25.4333,66.61,65,7,15.93,clear sky,PT,2022-06-20 14:06:17
274,Alyangula,-13.8483,136.4192,73.29,77,100,10.56,overcast clouds,AU,2022-06-20 14:06:17
275,Makushino,55.2103,67.2442,69.57,75,88,4.59,light rain,RU,2022-06-20 14:06:18
276,Talnakh,69.4865,88.3972,76.08,34,100,7.7,overcast clouds,RU,2022-06-20 14:06:18
277,Axim,4.8699,-2.2405,80.91,74,43,7.45,light rain,GH,2022-06-20 14:06:29
278,Raub,3.7899,101.857,74.52,98,78,2.48,broken clouds,MY,2022-06-20 14:02:52
279,Lavrentiya,65.5833,-171.0,43.32,90,100,12.46,overcast clouds,RU,2022-06-20 14:06:30
280,Hernani,43.2662,-1.9762,71.2,73,75,5.75,broken clouds,ES,2022-06-20 14:04:43
281,Qui Nhon,13.7667,109.2333,81.77,84,100,8.77,overcast clouds,VN,2022-06-20 14:06:31
282,Walvis Bay,-22.9575,14.5053,62.1,72,0,11.32,clear sky,NA,2022-06-20 14:06:34
283,Key Largo,25.0865,-80.4473,88.0,63,65,4.03,broken clouds,US,2022-06-20 14:05:56
284,Eyl,7.9803,49.8164,89.4,47,14,25.5,few clouds,SO,2022-06-20 14:06:36
285,Pangkalanbuun,-2.6833,111.6167,74.19,98,100,1.32,overcast clouds,ID,2022-06-20 14:03:13
286,Sibolga,1.7427,98.7792,77.18,91,100,3.36,overcast clouds,ID,2022-06-20 14:06:37
287,Havre-Saint-Pierre,50.2334,-63.5986,45.61,79,100,12.64,overcast clouds,CA,2022-06-20 14:03:29
288,Faanui,-16.4833,-151.75,80.13,75,12,17.34,few clouds,PF,2022-06-20 14:06:37
289,Pathein,16.7833,94.7333,78.87,87,99,3.8,overcast clouds,MM,2022-06-20 14:06:38
290,Imamoglu,37.2651,35.6572,85.71,45,0,15.46,clear sky,TR,2022-06-20 14:06:38
291,Esperance,-33.8667,121.9,57.36,78,0,12.97,clear sky,AU,2022-06-20 14:06:39
292,Deputatskiy,69.3,139.9,29.71,74,42,5.44,scattered clouds,RU,2022-06-20 14:06:40
293,Wenling,28.3669,121.36,74.86,96,100,13.56,light rain,CN,2022-06-20 14:06:41
294,Nishihara,26.1842,127.7558,82.45,91,75,12.66,broken clouds,JP,2022-06-20 14:06:41
295,Yei,4.095,30.6779,78.51,60,100,1.43,overcast clouds,SS,2022-06-20 14:06:42
296,Sinnamary,5.3833,-52.95,82.2,74,49,7.27,scattered clouds,GF,2022-06-20 14:06:42
297,Edendale,-29.6528,30.3147,59.07,87,97,5.21,overcast clouds,ZA,2022-06-20 14:06:43
298,Juliaca,-15.5,-70.1333,46.9,34,1,1.23,clear sky,PE,2022-06-20 14:06:43
299,Bon Accord,53.8335,-113.4187,57.85,87,91,10.76,overcast clouds,CA,2022-06-20 14:06:44
300,Darnah,32.767,22.6367,77.16,59,0,12.06,clear sky,LY,2022-06-20 14:06:45
301,Ndola,-12.9587,28.6366,77.32,21,8,4.59,clear sky,ZM,2022-06-20 14:06:45
302,Arara,-6.8283,-35.7583,74.46,87,65,15.55,broken clouds,BR,2022-06-20 14:06:46
303,Mossendjo,-2.9506,12.7261,80.73,54,81,3.06,broken clouds,CG,2022-06-20 14:06:46
304,Alofi,-19.0595,-169.9187,75.09,94,100,4.61,overcast clouds,NU,2022-06-20 14:06:47
305,Yaring,6.8662,101.3689,79.68,83,100,8.81,overcast clouds,TH,2022-06-20 14:06:48
306,Rockland,41.1668,-74.0496,70.05,53,100,1.01,overcast clouds,US,2022-06-20 14:06:48
307,Khandyga,62.6667,135.6,63.93,69,99,3.67,overcast clouds,RU,2022-06-20 14:06:49
308,Hambantota,6.1241,81.1185,84.54,79,20,11.5,few clouds,LK,2022-06-20 14:06:12
309,Kudahuvadhoo,2.6708,72.8944,83.66,71,100,12.91,overcast clouds,MV,2022-06-20 14:06:50
310,Maniitsoq,65.4167,-52.9,39.0,95,100,27.38,moderate rain,GL,2022-06-20 14:06:50
311,Cayenne,4.9333,-52.3333,84.09,18,75,8.05,light rain,GF,2022-06-20 14:06:51
312,Esperantina,-3.9017,-42.2336,86.16,57,8,5.99,clear sky,BR,2022-06-20 14:06:52
313,Benjamin Constant,-4.3831,-70.0311,80.73,78,0,4.61,clear sky,BR,2022-06-20 14:06:52
314,Kaeo,-35.1,173.7833,54.1,73,100,19.19,overcast clouds,NZ,2022-06-20 14:06:53
315,Mantua,45.1667,10.7833,96.35,42,0,5.01,clear sky,IT,2022-06-20 14:05:54
316,Matara,5.9485,80.5353,79.63,84,98,10.6,overcast clouds,LK,2022-06-20 14:06:54
317,Kargasok,59.0556,80.8572,68.09,72,93,3.49,overcast clouds,RU,2022-06-20 14:06:54
318,Garchitorena,13.8804,123.6946,81.45,81,35,3.69,scattered clouds,PH,2022-06-20 14:06:55
319,Kirensk,57.7853,108.1119,51.21,98,100,5.21,light rain,RU,2022-06-20 14:06:56
320,Sakaiminato,35.55,133.2333,71.62,86,100,4.14,light rain,JP,2022-06-20 14:06:57
321,Upernavik,72.7868,-56.1549,32.49,87,7,10.42,clear sky,GL,2022-06-20 14:06:57
322,Constitucion,-35.3333,-72.4167,52.12,57,100,2.13,overcast clouds,CL,2022-06-20 14:07:09
323,Lichinga,-13.3128,35.2406,68.22,37,4,7.27,clear sky,MZ,2022-06-20 14:07:09
324,Rudnogorsk,57.2639,103.7519,51.69,93,100,4.74,overcast clouds,RU,2022-06-20 14:07:09
325,Jumla,29.2747,82.1838,57.02,91,27,1.54,scattered clouds,NP,2022-06-20 14:07:10
326,Margate,51.3813,1.3862,66.11,62,3,13.65,clear sky,GB,2022-06-20 14:07:11
327,Qaqortoq,60.7167,-46.0333,41.16,95,100,1.5,overcast clouds,GL,2022-06-20 14:07:11
328,Kupang,-10.1667,123.5833,77.4,64,99,12.01,overcast clouds,ID,2022-06-20 14:07:12
329,Hualmay,-11.0964,-77.6139,63.9,74,31,10.96,scattered clouds,PE,2022-06-20 14:07:12
330,Great Falls,47.5002,-111.3008,52.41,80,100,12.66,overcast clouds,US,2022-06-20 14:05:07
331,Lata,40.1629,-8.3327,66.92,50,100,10.4,overcast clouds,PT,2022-06-20 14:07:13
332,Ayan,56.45,138.1667,47.25,89,22,6.62,few clouds,RU,2022-06-20 14:07:13
333,Cabo San Lucas,22.8909,-109.9124,80.62,89,99,2.46,overcast clouds,MX,2022-06-20 14:04:54
334,Moerai,-22.4333,-151.3333,75.42,67,87,13.91,overcast clouds,PF,2022-06-20 14:07:15
335,Chapaevsk,52.9813,49.7112,63.7,90,100,11.65,overcast clouds,RU,2022-06-20 14:07:15
336,Nemuro,43.3236,145.575,49.44,92,99,15.77,light rain,JP,2022-06-20 14:07:16
337,Markova,48.6758,24.4138,83.98,42,0,4.59,clear sky,UA,2022-06-20 14:07:16
338,Vorozhba,51.1733,34.2192,80.47,56,0,12.06,clear sky,UA,2022-06-20 14:07:17
339,Xichang,27.8964,102.2634,69.82,90,100,2.59,overcast clouds,CN,2022-06-20 14:07:17
340,Fereydun Kenar,36.6864,52.5225,78.66,59,0,9.06,clear sky,IR,2022-06-20 14:07:18
341,Hope Mills,34.9704,-78.9453,73.72,52,0,5.75,clear sky,US,2022-06-20 14:03:27
342,Panaba,21.2833,-88.2667,78.1,87,99,6.53,overcast clouds,MX,2022-06-20 14:07:19
343,Bairnsdale,-37.8333,147.6167,46.06,92,94,5.7,light rain,AU,2022-06-20 14:07:20
344,Vestmanna,62.1564,-7.1664,50.92,100,100,13.8,mist,FO,2022-06-20 14:07:20
345,Orissaare,58.5592,23.0826,68.02,68,78,8.16,broken clouds,EE,2022-06-20 14:07:21
346,Sur,22.5667,59.5289,96.26,45,44,4.63,scattered clouds,OM,2022-06-20 14:07:22
347,Fukue,32.6881,128.8419,71.96,96,100,20.67,heavy intensity rain,JP,2022-06-20 14:07:23
348,Hihya,30.6713,31.588,93.85,20,0,16.44,clear sky,EG,2022-06-20 14:07:24
349,Masuda,34.6667,131.85,72.19,93,100,3.89,moderate rain,JP,2022-06-20 14:07:25
350,Masuguru,-11.3667,38.4167,85.98,29,5,4.27,clear sky,TZ,2022-06-20 14:07:25
351,Airai,-8.9266,125.4092,56.91,87,100,2.91,overcast clouds,TL,2022-06-20 14:07:26
352,Zuya,45.0531,34.3154,82.29,39,18,7.07,few clouds,UA,2022-06-20 14:07:27
353,Iqaluit,63.7506,-68.5145,49.69,61,2,15.99,clear sky,CA,2022-06-20 14:07:27
354,Mana,5.6592,-53.7767,81.61,75,99,5.44,light rain,GF,2022-06-20 14:07:28
355,Danielskuil,-28.1887,23.5395,68.05,28,1,23.24,clear sky,ZA,2022-06-20 14:07:28
356,Wurzen,51.3667,12.7333,57.0,94,100,9.93,light rain,DE,2022-06-20 14:07:29
357,Kotaparh,19.15,82.35,81.91,67,100,9.46,heavy intensity rain,IN,2022-06-20 14:07:30
358,Coquimbo,-29.9533,-71.3436,49.73,87,100,5.75,overcast clouds,CL,2022-06-20 14:07:30
359,Mackay,-21.15,149.2,67.24,79,86,11.95,overcast clouds,AU,2022-06-20 14:07:31
360,Havre,49.5833,0.3333,69.35,64,75,16.11,broken clouds,FR,2022-06-20 14:07:32
361,Nichinan,31.6,131.3667,72.25,93,100,2.57,light rain,JP,2022-06-20 14:07:32
362,Okakarara,-20.5833,17.4333,67.03,17,0,15.82,clear sky,NA,2022-06-20 14:07:33
363,Caravelas,-17.7125,-39.2481,77.54,69,18,8.68,few clouds,BR,2022-06-20 14:07:34
364,Lakes Entrance,-37.8811,147.981,46.17,73,95,8.66,overcast clouds,AU,2022-06-20 14:07:35
365,Thinadhoo,0.5333,72.9333,84.22,68,97,11.63,overcast clouds,MV,2022-06-20 14:07:35
366,Tura,25.5198,90.2201,73.54,97,83,7.27,broken clouds,IN,2022-06-20 14:07:46
367,Silopi,37.2497,42.4694,105.17,8,0,11.63,clear sky,TR,2022-06-20 14:07:46
368,Rajapur,25.3833,81.15,98.98,29,0,6.42,clear sky,IN,2022-06-20 14:07:47
369,Minden,52.2833,8.9167,69.96,46,75,16.11,broken clouds,DE,2022-06-20 14:07:48
370,Petropavlovskoye,52.0712,84.107,65.5,77,1,2.68,clear sky,RU,2022-06-20 14:07:48
371,Okhotsk,59.3833,143.3,45.01,93,79,4.9,broken clouds,RU,2022-06-20 14:07:49
372,Westport,41.1415,-73.3579,72.36,49,0,12.66,clear sky,US,2022-06-20 14:06:42
373,Saint George,37.1041,-113.5841,71.8,24,0,3.0,clear sky,US,2022-06-20 14:07:50
374,Gizo,-8.103,156.8419,81.55,75,96,5.35,overcast clouds,SB,2022-06-20 14:07:51
375,Magistralnyy,56.1725,107.4458,55.33,97,100,3.87,light rain,RU,2022-06-20 14:07:52
376,Saint-Augustin,51.226,-58.6502,51.19,93,100,6.4,overcast clouds,CA,2022-06-20 14:07:52
377,Santa Rosa,14.3122,121.1114,86.09,72,57,3.8,broken clouds,PH,2022-06-20 14:07:53
378,Ixtapa,20.7,-105.2,80.22,89,75,0.0,broken clouds,MX,2022-06-20 14:07:54
379,Semnan,35.5729,53.3971,88.43,27,36,1.07,scattered clouds,IR,2022-06-20 14:04:59
380,Verkhniy Avzyan,53.5289,57.5372,55.76,99,100,9.51,overcast clouds,RU,2022-06-20 14:07:55
381,Port Lincoln,-34.7333,135.8667,54.9,71,71,9.8,broken clouds,AU,2022-06-20 14:07:55
382,Taywarah,33.35,64.4167,56.14,33,16,28.23,few clouds,AF,2022-06-20 14:07:56
383,Santa Marta,11.2408,-74.199,81.77,76,100,7.09,overcast clouds,CO,2022-06-20 14:03:23
384,Katobu,-4.9408,122.5276,74.46,93,95,4.07,overcast clouds,ID,2022-06-20 14:07:57
385,Saveh,35.0213,50.3566,98.49,13,0,11.16,clear sky,IR,2022-06-20 14:07:58
386,Shakiso,5.75,38.9167,67.06,66,83,5.21,broken clouds,ET,2022-06-20 14:07:16
387,Lodja,-3.4833,23.4333,82.02,56,100,0.92,overcast clouds,CD,2022-06-20 14:07:59
388,Dondo,-19.6094,34.7431,76.51,74,100,4.29,overcast clouds,MZ,2022-06-20 14:07:59
389,Svay Rieng,11.0879,105.7993,84.38,70,100,11.63,overcast clouds,KH,2022-06-20 14:08:00
390,Dabat,12.9842,37.765,64.69,58,58,9.57,light rain,ET,2022-06-20 14:08:01
391,Zhangjiakou,40.81,114.8794,77.79,47,100,1.61,light rain,CN,2022-06-20 14:08:02
392,Codrington,-38.2667,141.9667,48.29,96,73,11.48,broken clouds,AU,2022-06-20 14:08:02
393,Bolshoye Selo,57.7177,38.9334,63.43,52,98,10.51,overcast clouds,RU,2022-06-20 14:08:03
394,Bambous Virieux,-20.3428,57.7575,70.05,88,75,14.97,light rain,MU,2022-06-20 14:08:04
395,Preeceville,51.95,-102.6677,57.34,96,100,10.22,overcast clouds,CA,2022-06-20 14:08:04
396,Fort Saint James,54.4333,-124.25,52.81,69,100,2.64,overcast clouds,CA,2022-06-20 14:08:05
397,Obregon,11.9566,-85.9636,78.75,86,97,2.1,overcast clouds,NI,2022-06-20 14:08:05
398,Yenagoa,4.9247,6.2642,82.58,76,100,6.38,moderate rain,NG,2022-06-20 14:08:06
399,Mikhaylovka,50.06,43.2379,86.79,45,0,14.34,clear sky,RU,2022-06-20 14:08:07
400,Belyy Yar,53.6039,91.3903,67.89,64,0,2.24,clear sky,RU,2022-06-20 14:08:07
401,Huadian,42.9633,126.7478,69.6,81,100,4.14,overcast clouds,CN,2022-06-20 14:08:08
402,Kruisfontein,-34.0033,24.7314,59.88,65,99,9.91,overcast clouds,ZA,2022-06-20 14:08:09
403,Susanville,40.4163,-120.653,54.12,66,0,3.44,clear sky,US,2022-06-20 14:05:17
404,Mandalgovi,45.7625,106.2708,72.25,24,100,6.82,overcast clouds,MN,2022-06-20 14:08:10
405,Zemlyansk,51.9041,38.7334,83.84,70,0,16.53,clear sky,RU,2022-06-20 14:08:10
406,Inirida,3.8653,-67.9239,71.08,99,100,1.54,light rain,CO,2022-06-20 14:08:11
407,Olinda,-8.0089,-34.8553,83.93,65,75,13.8,broken clouds,BR,2022-06-20 14:08:11
408,Namatanai,-3.6667,152.4333,79.32,81,68,5.93,broken clouds,PG,2022-06-20 14:08:12
409,Grand Gaube,-20.0064,57.6608,70.2,78,0,4.0,moderate rain,MU,2022-06-20 14:08:13
410,Banda Aceh,5.5577,95.3222,80.8,80,100,5.3,overcast clouds,ID,2022-06-20 14:08:13
411,Aswan,24.0934,32.907,106.25,7,6,18.88,clear sky,EG,2022-06-20 14:08:14
412,Kovdor,67.5662,30.4758,50.04,61,100,2.64,overcast clouds,RU,2022-06-20 14:08:15
413,Namwala,-15.7504,26.4384,81.23,20,0,6.98,clear sky,ZM,2022-06-20 14:08:25
414,Zaysan,47.4667,84.8667,72.3,33,0,5.17,clear sky,KZ,2022-06-20 14:08:26
415,Presidencia Roque Saenz Pena,-26.7852,-60.4388,62.29,46,34,6.24,scattered clouds,AR,2022-06-20 14:08:27
416,Nanakuli,21.3906,-158.1547,76.1,73,0,4.61,clear sky,US,2022-06-20 14:08:27
417,Panguna,-6.3164,155.4848,67.1,95,28,1.88,light rain,PG,2022-06-20 14:08:28
418,Glens Falls,43.3095,-73.644,69.98,54,0,3.44,clear sky,US,2022-06-20 14:08:28
419,Jalu,29.0331,21.5482,100.35,14,0,11.21,clear sky,LY,2022-06-20 14:08:29
420,Miandrivazo,-19.5167,45.4667,83.82,35,0,5.93,clear sky,MG,2022-06-20 14:08:29
421,Luba,3.4568,8.5547,77.79,86,93,6.42,moderate rain,GQ,2022-06-20 14:08:30
422,Berlevag,70.8578,29.0864,53.6,81,100,8.05,overcast clouds,NO,2022-06-20 14:08:31
423,Vrangel,42.7297,133.0839,56.77,89,71,11.21,broken clouds,RU,2022-06-20 14:08:31
424,Litija,46.0586,14.8225,89.62,33,0,13.51,clear sky,SI,2022-06-20 14:08:32
425,Joshimath,30.5667,79.5667,62.78,92,100,1.83,overcast clouds,IN,2022-06-20 14:08:33
426,Angoche,-16.2325,39.9086,76.75,67,43,12.41,scattered clouds,MZ,2022-06-20 14:08:33
427,Galashiels,55.6146,-2.807,69.55,54,30,11.83,scattered clouds,GB,2022-06-20 14:08:34
428,Durant,33.994,-96.3708,80.51,59,0,9.22,clear sky,US,2022-06-20 14:07:54
429,Neyshabur,36.2133,58.7958,80.82,20,6,15.3,clear sky,IR,2022-06-20 14:08:36
430,Noumea,-22.2763,166.4572,70.0,99,98,8.08,overcast clouds,NC,2022-06-20 14:08:36
431,Nizhniy Kuranakh,58.8353,125.4869,65.71,61,100,2.17,overcast clouds,RU,2022-06-20 14:08:37
432,Gat,31.61,34.7642,85.41,35,0,12.73,clear sky,IL,2022-06-20 14:04:04
433,Tafalla,42.5269,-1.6745,92.28,14,100,19.01,overcast clouds,ES,2022-06-20 14:08:38
434,Ulaangom,49.9811,92.0667,64.13,60,53,2.86,broken clouds,MN,2022-06-20 14:08:39
435,Guangshui,31.6199,113.9978,79.0,81,36,3.22,scattered clouds,CN,2022-06-20 14:08:40
436,San Carlos De Bariloche,-41.1456,-71.3082,37.08,82,100,4.32,overcast clouds,AR,2022-06-20 14:06:55
437,Mtambile,-5.3833,39.7,79.23,72,4,17.85,clear sky,TZ,2022-06-20 14:08:41
438,Birao,10.2849,22.7882,77.85,72,100,6.91,moderate rain,CF,2022-06-20 14:08:42
439,Muros,42.7762,-9.0603,61.84,85,100,2.93,overcast clouds,ES,2022-06-20 14:08:42
440,Kadaya,50.9327,119.2911,59.11,91,100,14.83,light rain,RU,2022-06-20 14:08:43
441,Pochutla,15.7432,-96.4661,77.83,80,57,2.21,broken clouds,MX,2022-06-20 14:08:43
442,North Bend,43.4065,-124.2243,54.91,97,0,3.44,clear sky,US,2022-06-20 14:08:44
443,Ahipara,-35.1667,173.1667,53.38,73,100,12.57,overcast clouds,NZ,2022-06-20 14:08:44
444,Tuy Hoa,13.0833,109.3,78.8,84,84,7.11,broken clouds,VN,2022-06-20 14:08:45
445,Aranos,-24.1333,19.1167,65.82,23,88,20.29,overcast clouds,NA,2022-06-20 14:08:45
446,Hadejia,12.4498,10.0444,101.35,18,12,4.47,few clouds,NG,2022-06-20 14:08:46
447,Slonim,53.0867,25.3219,74.95,67,83,3.58,broken clouds,BY,2022-06-20 14:08:46
448,Tena,-0.9833,-77.8167,68.16,90,95,0.58,light rain,EC,2022-06-20 14:08:47
449,Iguatemi,-23.6803,-54.5611,71.15,83,27,8.25,scattered clouds,BR,2022-06-20 14:08:49
450,Manbij,36.5281,37.9549,96.01,22,0,20.65,clear sky,SY,2022-06-20 14:08:49
451,Calama,-22.4667,-68.9333,52.29,15,0,2.3,clear sky,CL,2022-06-20 14:03:55
452,Serra Talhada,-7.9919,-38.2983,78.4,63,91,13.78,overcast clouds,BR,2022-06-20 14:08:50
453,Isla Vista,34.4133,-119.861,73.92,67,0,3.44,clear sky,US,2022-06-20 14:08:51
454,Sun City West,33.662,-112.3413,83.68,19,0,6.91,clear sky,US,2022-06-20 14:08:51
455,Varna,43.2167,27.9167,83.23,57,20,12.66,few clouds,BG,2022-06-20 14:08:52
456,Kysyl-Syr,63.8986,122.7617,50.99,50,100,10.89,overcast clouds,RU,2022-06-20 14:08:53
457,Ochakiv,46.6128,31.5498,75.63,53,0,10.54,clear sky,UA,2022-06-20 14:08:54
458,Porto Novo,6.4965,2.6036,85.46,62,59,8.21,broken clouds,BJ,2022-06-20 14:08:54
459,Amazar,53.858,120.875,58.68,98,100,11.61,light rain,RU,2022-06-20 14:08:55
460,Ola,59.5833,151.2833,43.14,96,88,1.68,overcast clouds,RU,2022-06-20 14:09:06
461,Kyshtovka,56.555,76.6271,69.85,83,14,6.17,light rain,RU,2022-06-20 14:09:06
462,Choctaw,35.4976,-97.2689,81.99,68,0,14.97,clear sky,US,2022-06-20 14:05:07
463,Brownsville,25.9018,-97.4975,85.96,83,0,6.91,clear sky,US,2022-06-20 14:08:55
464,Babu,24.4167,111.5167,75.16,98,100,3.27,moderate rain,CN,2022-06-20 14:09:08
465,Port Hawkesbury,45.6169,-61.3485,67.89,74,30,10.0,scattered clouds,CA,2022-06-20 14:09:09
466,Tahta,26.7693,31.5021,99.52,10,0,20.36,clear sky,EG,2022-06-20 14:09:10
467,Lompoc,34.6391,-120.4579,66.78,96,75,11.5,broken clouds,US,2022-06-20 14:09:11
468,Cape Canaveral,28.4058,-80.6048,87.08,75,0,10.36,clear sky,US,2022-06-20 14:09:11
469,Dingle,10.9995,122.6711,77.36,88,100,3.42,overcast clouds,PH,2022-06-20 14:09:12
470,Coro,11.4045,-69.6734,83.84,63,63,11.79,broken clouds,VE,2022-06-20 14:09:13
471,Vanimo,-2.6741,141.3028,77.36,85,100,3.0,overcast clouds,PG,2022-06-20 14:09:14
