City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
472,Chalon-Sur-Saone,46.7833,4.85,93.97,23,10,1.95,clear sky,FR,2022-06-20 14:09:14
473,Abonnema,4.7084,6.7931,78.26,85,100,7.85,moderate rain,NG,2022-06-20 14:09:15
474,Manavalakurichi,8.1333,77.3,80.87,80,99,16.62,overcast clouds,IN,2022-06-20 14:09:15
475,Sistranda,63.7256,8.834,64.36,68,97,10.4,overcast clouds,NO,2022-06-20 14:09:16
476,Zarubino,42.63,131.0922,61.56,82,50,2.89,scattered clouds,RU,2022-06-20 14:09:16
477,Aykino,62.2248,49.9922,58.14,73,100,5.59,light rain,RU,2022-06-20 14:09:17
478,Honiara,-9.4333,159.95,76.3,88,77,3.87,broken clouds,SB,2022-06-20 14:09:17
479,Victoria,22.2855,114.1577,86.38,81,100,11.01,overcast clouds,HK,2022-06-20 14:07:33
480,Mizdah,31.4451,12.9801,96.78,16,0,1.81,clear sky,LY,2022-06-20 14:09:18
481,Gerash,27.6652,54.1371,106.79,7,2,12.3,clear sky,IR,2022-06-20 14:09:19
482,Neropolis,-16.4064,-49.2186,81.48,28,0,9.28,clear sky,BR,2022-06-20 14:09:19
483,Ust-Karsk,52.7011,118.8077,57.99,98,100,5.37,light rain,RU,2022-06-20 14:09:20
484,Dunedin,-45.8742,170.5036,39.92,87,2,4.45,clear sky,NZ,2022-06-20 14:04:47
485,Mount Isa,-20.7333,139.5,64.17,39,100,6.91,overcast clouds,AU,2022-06-20 14:09:21
486,Lingao,19.9103,109.6859,83.46,81,100,6.46,overcast clouds,CN,2022-06-20 14:09:22
487,Komsomolskiy,40.4272,71.7189,68.72,60,40,16.11,scattered clouds,UZ,2022-06-20 14:09:22
488,Huarmey,-10.0681,-78.1522,64.92,75,98,9.26,overcast clouds,PE,2022-06-20 14:09:23
489,Asfi,32.2994,-9.2372,72.37,70,3,21.39,clear sky,MA,2022-06-20 14:09:23
490,Lardos,36.0942,28.0157,76.95,61,0,18.88,clear sky,GR,2022-06-20 14:09:24
491,San Luis,-33.295,-66.3356,56.86,27,100,9.13,overcast clouds,AR,2022-06-20 14:09:24
492,Hay River,60.8156,-115.7999,52.84,55,2,1.9,clear sky,CA,2022-06-20 14:09:25
493,La Paz,-16.5,-68.15,49.98,21,20,2.3,few clouds,BO,2022-06-20 14:09:08
494,Suez,29.9737,32.5263,93.15,26,0,19.62,clear sky,EG,2022-06-20 14:09:26
495,Lethem,3.3803,-59.7968,77.13,87,100,4.99,moderate rain,GY,2022-06-20 14:09:26
496,Bata,1.8639,9.7658,79.36,75,82,8.08,light rain,GQ,2022-06-20 14:09:27
497,Tahe,52.3333,124.7333,57.36,99,100,9.35,overcast clouds,CN,2022-06-20 14:09:28
498,Uinskoye,56.8817,56.5813,58.05,93,96,11.32,overcast clouds,RU,2022-06-20 14:09:30
499,Lufilufi,-13.8745,-171.5986,81.39,70,54,15.3,broken clouds,WS,2022-06-20 14:09:30
500,Bilma,18.6853,12.9164,105.94,10,1,6.91,clear sky,NE,2022-06-20 14:09:31
501,Shipley,53.8333,-1.7667,72.12,52,20,9.22,few clouds,GB,2022-06-20 14:09:32
502,Longyearbyen,78.2186,15.6401,39.04,65,75,23.02,broken clouds,SJ,2022-06-20 14:09:32
503,Indianola,41.3581,-93.5574,80.31,65,0,12.82,clear sky,US,2022-06-20 14:09:33
504,Seara,41.1818,-7.8003,60.96,58,93,9.44,overcast clouds,PT,2022-06-20 14:09:34
505,Alexandria,31.2156,29.9553,79.45,57,0,12.1,clear sky,EG,2022-06-20 14:08:32
506,Touros,-5.1989,-35.4608,84.33,61,38,13.71,scattered clouds,BR,2022-06-20 14:09:45
507,Karwar,14.8,74.1333,78.03,89,99,9.55,overcast clouds,IN,2022-06-20 14:09:45
508,Oistins,13.0667,-59.5333,86.09,66,75,21.85,broken clouds,BB,2022-06-20 14:09:46
509,Jacareacanga,-6.2222,-57.7528,86.41,46,89,4.03,overcast clouds,BR,2022-06-20 14:09:47
510,Stephenville,32.2207,-98.2023,84.76,51,0,6.91,clear sky,US,2022-06-20 14:09:47
511,La Palma,33.8464,-118.0467,74.1,76,0,0.0,clear sky,US,2022-06-20 14:09:48
512,Katherine,-14.4667,132.2667,75.52,53,100,6.91,overcast clouds,AU,2022-06-20 14:09:48
513,Downers Grove,41.8089,-88.0112,78.46,55,1,8.01,clear sky,US,2022-06-20 14:06:08
514,Carutapera,-1.195,-46.02,85.28,65,27,8.55,scattered clouds,BR,2022-06-20 14:09:49
515,Santa Ana,33.7456,-117.8678,72.5,65,0,3.44,clear sky,US,2022-06-20 14:06:16
516,Stornoway,58.2093,-6.3865,58.03,86,75,11.5,broken clouds,GB,2022-06-20 14:09:50
517,San Jose,37.3394,-121.895,61.59,78,20,4.61,few clouds,US,2022-06-20 14:09:19
518,Graham,47.0529,-122.2943,53.69,88,100,4.61,overcast clouds,US,2022-06-20 14:09:51
519,Kandi,11.1342,2.9386,98.94,31,50,1.92,scattered clouds,BJ,2022-06-20 14:09:00
520,Puerto Leguizamo,-0.1934,-74.7819,72.18,98,100,2.8,overcast clouds,CO,2022-06-20 14:09:52
521,Xai-Xai,-25.0519,33.6442,71.35,74,74,5.99,broken clouds,MZ,2022-06-20 14:09:53
522,Phan Thiet,10.9333,108.1,80.38,86,48,5.88,scattered clouds,VN,2022-06-20 14:09:53
523,Nanortalik,60.1432,-45.2371,41.54,94,100,10.38,overcast clouds,GL,2022-06-20 14:09:54
524,Lydenburg,-25.0978,30.4597,60.4,54,1,6.53,clear sky,ZA,2022-06-20 14:09:55
525,Mama,58.3106,112.8986,58.15,96,100,1.74,overcast clouds,RU,2022-06-20 14:09:55
526,Pulandian,39.3953,121.9669,68.72,96,96,5.5,overcast clouds,CN,2022-06-20 14:09:57
527,Kuito,-12.3833,16.9333,77.79,16,30,8.72,scattered clouds,AO,2022-06-20 14:09:59
528,Dalvik,65.9702,-18.5286,48.74,74,92,3.85,overcast clouds,IS,2022-06-20 14:09:59
529,Villazon,-22.0866,-65.5942,42.22,7,0,4.83,clear sky,BO,2022-06-20 14:10:00
530,Araouane,18.9048,-3.5265,103.55,18,5,4.61,clear sky,ML,2022-06-20 14:10:00
531,Oskaloosa,41.2964,-92.6444,80.58,50,0,11.5,clear sky,US,2022-06-20 14:10:01
532,Damietta,31.4165,31.8133,78.93,62,0,15.39,clear sky,EG,2022-06-20 14:10:02
533,Carballo,43.213,-8.691,62.29,90,100,3.94,light rain,ES,2022-06-20 14:10:03
534,Cap Malheureux,-19.9842,57.6142,69.48,78,0,5.01,moderate rain,MU,2022-06-20 14:10:04
535,Gasa,31.5,34.4667,83.88,57,0,11.86,clear sky,PS,2022-06-20 14:05:10
536,Mangrol,21.1167,70.1167,84.83,77,100,17.43,overcast clouds,IN,2022-06-20 14:10:04
537,Tarko-Sale,64.9225,77.785,78.73,43,95,9.44,overcast clouds,RU,2022-06-20 14:10:05
538,Forestville,38.8451,-76.875,74.25,35,0,10.36,clear sky,US,2022-06-20 14:10:05
539,Atambua,-9.1061,124.8925,71.2,77,100,5.37,overcast clouds,ID,2022-06-20 14:10:06
540,Puerto Del Rosario,28.5004,-13.8627,74.95,73,20,16.11,few clouds,ES,2022-06-20 14:07:05
541,Remanso,-9.6179,-42.0831,80.49,47,46,8.84,scattered clouds,BR,2022-06-20 14:10:07
542,Roald,62.5833,6.1333,71.17,63,0,19.57,clear sky,NO,2022-06-20 14:10:08
543,Tual,-5.6667,132.75,79.36,79,100,20.96,overcast clouds,ID,2022-06-20 14:10:08
544,Bayir,37.2687,28.2167,75.72,37,0,12.28,clear sky,TR,2022-06-20 14:10:09
545,Banjar,-8.19,114.9675,76.19,88,17,4.25,few clouds,ID,2022-06-20 14:10:09
546,Nicoya,10.1483,-85.452,76.51,89,100,1.54,overcast clouds,CR,2022-06-20 14:10:10
547,Yuancheng,36.652,107.7896,76.41,43,87,9.98,overcast clouds,CN,2022-06-20 14:10:10
548,Klaksvik,62.2266,-6.589,52.72,95,100,11.99,overcast clouds,FO,2022-06-20 14:10:11
549,Hovd,48.0056,91.6419,70.79,26,20,6.15,few clouds,MN,2022-06-20 14:10:12
550,Biharamulo,-2.6319,31.3089,77.83,37,88,6.93,overcast clouds,TZ,2022-06-20 14:10:13
551,Baruun-Urt,46.6806,113.2792,67.05,40,81,6.46,broken clouds,MN,2022-06-20 14:10:23
552,Coahuayana,18.7333,-103.6833,81.16,67,100,1.43,overcast clouds,MX,2022-06-20 14:10:24
553,Taitung,22.7583,121.1444,84.09,76,97,3.4,overcast clouds,TW,2022-06-20 14:10:24
554,College,64.8569,-147.8028,55.58,91,75,4.61,light rain,US,2022-06-20 14:10:25
555,Emilio Carranza,19.9711,-96.6114,79.84,68,100,8.97,overcast clouds,MX,2022-06-20 14:10:25
556,Ust-Omchug,61.15,149.6333,56.26,87,94,7.92,overcast clouds,RU,2022-06-20 14:10:26
557,Kungurtug,50.5994,97.5228,52.84,72,20,2.04,few clouds,RU,2022-06-20 14:10:27
558,Borovoy,55.4333,86.0833,67.28,68,20,0.0,few clouds,RU,2022-06-20 14:10:27
559,Cockburn Town,21.4612,-71.1419,80.91,76,99,14.29,overcast clouds,TC,2022-06-20 14:08:50
560,Pombas,17.1503,-25.0201,71.82,85,72,12.08,broken clouds,CV,2022-06-20 14:10:29
561,Chernyshevskiy,63.0128,112.4714,52.47,52,6,6.87,clear sky,RU,2022-06-20 14:10:29
562,Hima,0.2958,30.1804,76.71,69,100,1.7,light rain,UG,2022-06-20 14:10:30
563,Ostrovnoy,68.0531,39.5131,40.01,91,100,13.42,overcast clouds,RU,2022-06-20 14:10:31
564,Andenes,69.3143,16.1194,53.58,71,75,8.05,broken clouds,NO,2022-06-20 14:10:31
565,Srandakan,-7.9386,110.2506,78.17,84,45,8.57,scattered clouds,ID,2022-06-20 14:10:32
566,Powell River,49.8496,-124.5361,58.08,84,99,2.04,overcast clouds,CA,2022-06-20 14:10:32
567,Entebbe,0.0644,32.4469,75.52,64,20,16.11,few clouds,UG,2022-06-20 14:10:33
568,Monchegorsk,67.9397,32.8739,47.14,77,99,5.06,overcast clouds,RU,2022-06-20 14:10:34
569,Ilorin,8.5,4.55,82.87,66,99,5.17,overcast clouds,NG,2022-06-20 14:10:35
570,Ucluelet,48.9329,-125.5528,53.1,90,100,3.49,overcast clouds,CA,2022-06-20 14:10:35
571,Aykhal,66.0,111.5,51.21,48,76,5.5,broken clouds,RU,2022-06-20 14:10:36
572,Altay,47.8667,88.1167,65.82,50,7,4.83,clear sky,CN,2022-06-20 14:10:37
573,Verkhnyaya Sinyachikha,57.976,61.6673,66.7,66,87,8.14,overcast clouds,RU,2022-06-20 14:10:37
574,Fort Nelson,58.8053,-122.7002,56.66,76,88,2.39,light rain,CA,2022-06-20 14:10:38
575,Carson City,39.1638,-119.7674,56.16,54,20,0.0,few clouds,US,2022-06-20 14:10:36
576,Darlawn,24.0167,92.9,67.86,99,23,3.13,few clouds,IN,2022-06-20 14:10:39
577,Abha,18.2164,42.5053,77.25,61,40,11.5,scattered clouds,SA,2022-06-20 14:10:40
578,Cape Coast,5.1053,-1.2466,80.28,78,20,8.66,light rain,GH,2022-06-20 14:09:37
579,Doka,13.5167,35.7667,92.95,32,57,9.4,broken clouds,SD,2022-06-20 14:10:41
580,Vanderhoof,54.0166,-124.0198,53.17,67,100,8.25,overcast clouds,CA,2022-06-20 14:06:05
581,Diffa,13.3154,12.6113,103.77,17,16,4.07,few clouds,NE,2022-06-20 14:10:42
582,Port Blair,11.6667,92.75,82.44,83,40,4.61,mist,IN,2022-06-20 14:10:42
583,Shelburne,44.0787,-80.2041,62.11,60,77,6.82,broken clouds,CA,2022-06-20 14:05:54
584,Nome,64.5011,-165.4064,42.87,87,0,0.0,clear sky,US,2022-06-20 14:10:43
585,Kharp,66.8014,65.8081,68.85,57,75,2.71,light rain,RU,2022-06-20 14:10:44
586,Nagorsk,59.3172,50.8078,55.2,95,100,5.93,light rain,RU,2022-06-20 14:10:45
587,Diamantino,-14.4086,-56.4461,84.78,39,1,4.16,clear sky,BR,2022-06-20 14:10:46
588,Nantucket,41.2835,-70.0995,67.01,48,0,5.75,clear sky,US,2022-06-20 14:10:47
589,Grand-Santi,4.25,-54.3833,84.27,64,78,3.91,broken clouds,GF,2022-06-20 14:10:47
590,Zhangye,38.9342,100.4517,59.05,63,100,0.49,overcast clouds,CN,2022-06-20 14:10:48
591,Boa Vista,2.8197,-60.6733,76.98,83,75,5.75,light rain,BR,2022-06-20 14:10:48
592,Buraydah,26.326,43.975,111.18,4,0,17.65,clear sky,SA,2022-06-20 14:10:49
593,Awjilah,29.1081,21.2869,100.0,14,0,9.78,clear sky,LY,2022-06-20 14:10:49
594,Qiryat Shemona,33.2073,35.5721,89.44,45,0,12.73,clear sky,IL,2022-06-20 14:10:50
595,Homer,59.6425,-151.5483,50.04,85,100,1.99,overcast clouds,US,2022-06-20 14:10:50
596,Dongsheng,39.8161,109.9776,77.4,36,100,7.2,light rain,CN,2022-06-20 14:10:51
597,Praia,14.9215,-23.5087,76.06,86,96,8.05,light rain,CV,2022-06-20 14:11:02
598,Roura,4.7263,-52.3274,83.97,74,75,8.05,broken clouds,GF,2022-06-20 14:11:02
599,Sao Miguel Do Araguaia,-13.275,-50.1628,88.32,23,12,10.22,few clouds,BR,2022-06-20 14:11:03
600,Povorino,51.1945,42.2457,84.22,64,0,16.49,clear sky,RU,2022-06-20 14:11:04
601,Yelizovo,53.1873,158.3805,51.12,100,58,4.0,broken clouds,RU,2022-06-20 14:11:04
602,Somotillo,13.0433,-86.9064,80.74,89,99,0.78,overcast clouds,NI,2022-06-20 14:11:05
603,Luau,-10.7073,22.2247,85.78,18,5,2.98,clear sky,AO,2022-06-20 14:11:05
604,Kununurra,-15.7667,128.7333,62.58,63,100,3.44,overcast clouds,AU,2022-06-20 14:11:06
605,Prince Rupert,54.3161,-130.3201,51.89,93,100,6.91,light rain,CA,2022-06-20 14:10:13
606,Beroroha,-21.6667,45.1667,79.9,27,0,1.59,clear sky,MG,2022-06-20 14:11:07
607,Sola,-13.8833,167.55,79.83,75,80,13.22,broken clouds,VU,2022-06-20 14:11:08
608,Singapore,1.2897,103.8501,80.55,85,75,2.3,broken clouds,SG,2022-06-20 14:09:10
609,Gorin,51.1983,136.6669,56.01,90,0,1.34,clear sky,RU,2022-06-20 14:11:09
610,Agadir,30.4202,-9.5982,82.85,58,65,8.1,broken clouds,MA,2022-06-20 14:11:10
611,Sindor,62.8629,51.8905,63.79,48,100,8.61,overcast clouds,RU,2022-06-20 14:11:10
612,Barcelos,41.5388,-8.6151,69.85,65,100,10.07,overcast clouds,PT,2022-06-20 14:11:11
613,Moose Factory,51.2585,-80.6094,70.03,34,98,10.18,overcast clouds,CA,2022-06-20 14:11:11
614,Chapais,49.7834,-74.8492,64.67,33,42,1.1,scattered clouds,CA,2022-06-20 14:11:12
615,Turbat,26.0023,63.044,109.76,9,3,25.19,clear sky,PK,2022-06-20 14:11:12
616,Gigmoto,13.7796,124.39,81.79,80,26,4.05,scattered clouds,PH,2022-06-20 14:11:13
617,Deniliquin,-35.5333,144.9667,54.36,75,100,6.31,light rain,AU,2022-06-20 14:11:14
618,Port-Gentil,-0.7193,8.7815,80.56,65,20,17.27,few clouds,GA,2022-06-20 14:11:15
619,Bereznik,62.8551,42.7072,57.85,80,99,4.88,overcast clouds,RU,2022-06-20 14:11:15
620,Santa Isabel Do Rio Negro,-0.4139,-65.0192,80.2,82,95,2.53,overcast clouds,BR,2022-06-20 14:11:16
621,Ust-Kuyga,70.0167,135.6,35.26,70,30,3.04,scattered clouds,RU,2022-06-20 14:11:16
622,Filadelfia,39.9523,-75.1638,73.0,47,75,6.91,broken clouds,US,2022-06-20 14:11:05
623,Tecoanapa,16.5167,-98.75,79.38,80,93,3.09,overcast clouds,MX,2022-06-20 14:11:17
624,Lebanon,36.2081,-86.2911,77.45,57,12,3.58,few clouds,US,2022-06-20 14:11:17
625,Luanda,-8.8368,13.2343,82.4,51,40,5.75,scattered clouds,AO,2022-06-20 14:11:18
626,Mao,39.8885,4.2658,79.36,83,20,12.66,few clouds,ES,2022-06-20 14:09:44
627,Iranshahr,27.2025,60.6848,108.01,9,1,16.53,clear sky,IR,2022-06-20 14:11:19
628,Oktyabrskoye,43.0645,44.7417,82.54,34,75,13.42,broken clouds,RU,2022-06-20 14:11:19
629,Kalavad,22.2167,70.3833,90.54,55,36,19.89,scattered clouds,IN,2022-06-20 14:11:20
630,Padang,-0.9492,100.3543,80.65,84,98,3.4,heavy intensity rain,ID,2022-06-20 14:11:21
631,La Ronge,55.1001,-105.2842,57.0,89,100,6.8,overcast clouds,CA,2022-06-20 14:11:22
632,Manacapuru,-3.2997,-60.6206,83.25,67,71,2.15,broken clouds,BR,2022-06-20 14:11:22
633,Itaituba,-4.2761,-55.9836,87.24,54,81,3.13,broken clouds,BR,2022-06-20 14:11:23
634,Pastos Bons,-6.6017,-44.0767,87.4,40,0,10.25,clear sky,BR,2022-06-20 14:11:23
635,Papetoai,-17.4961,-149.8729,72.99,72,2,17.22,clear sky,PF,2022-06-20 14:11:24
636,Husavik,66.0449,-17.3389,47.55,78,94,7.61,overcast clouds,IS,2022-06-20 14:11:25
637,Ndele,8.4109,20.6473,89.06,42,97,2.57,light rain,CF,2022-06-20 14:11:26
638,Khetia,21.6667,74.5833,87.08,60,76,18.7,broken clouds,IN,2022-06-20 14:11:27
639,Athabasca,54.7169,-113.2854,54.28,90,86,10.16,overcast clouds,CA,2022-06-20 14:11:27
640,Mandera,3.9366,41.867,89.82,36,76,24.99,broken clouds,KE,2022-06-20 14:11:29
641,Kalanwali,29.85,74.95,93.74,34,45,4.23,scattered clouds,IN,2022-06-20 14:11:29
642,Manaure,11.7751,-72.4445,84.76,60,48,16.93,scattered clouds,CO,2022-06-20 14:11:40
643,Cururupu,-1.8283,-44.8683,87.3,56,25,5.88,scattered clouds,BR,2022-06-20 14:11:40
644,Mildura,-34.2,142.15,54.07,85,100,7.81,overcast clouds,AU,2022-06-20 14:11:41
645,Ibresi,55.2961,47.0394,63.63,58,1,14.38,clear sky,RU,2022-06-20 14:11:42
646,Barentu,15.1139,37.5928,88.99,32,100,15.23,overcast clouds,ER,2022-06-20 14:11:42
647,Berdigestyakh,62.0989,126.6992,53.8,73,100,9.73,overcast clouds,RU,2022-06-20 14:11:43
648,Antalaha,-14.9003,50.2788,73.45,69,17,13.71,few clouds,MG,2022-06-20 14:11:43
649,Moron,-34.6534,-58.6198,53.94,78,67,4.25,broken clouds,AR,2022-06-20 14:11:44
650,Harper,4.375,-7.7169,79.7,79,50,7.74,light rain,LR,2022-06-20 14:11:45
651,Tilichiki,60.4667,166.1,41.88,94,29,3.8,scattered clouds,RU,2022-06-20 14:11:45
652,Oranjemund,-28.55,16.4333,56.55,76,82,14.41,light rain,NA,2022-06-20 14:11:46
653,Ceyhan,37.0247,35.8175,86.34,52,0,14.58,clear sky,TR,2022-06-20 14:11:47
654,Dawei,14.0833,98.2,79.61,86,97,1.14,overcast clouds,MM,2022-06-20 14:11:47
655,Farafangana,-22.8167,47.8333,69.48,75,83,6.6,broken clouds,MG,2022-06-20 14:11:48
656,Vetluga,57.8557,45.781,62.24,52,76,14.83,broken clouds,RU,2022-06-20 14:11:49
657,Darasun,51.6667,114.0,66.25,43,49,10.87,scattered clouds,RU,2022-06-20 14:11:49
658,Ust-Uda,54.1742,103.0304,59.4,81,40,2.86,scattered clouds,RU,2022-06-20 14:11:50
659,Antofagasta,-23.65,-70.4,56.48,68,26,1.21,scattered clouds,CL,2022-06-20 14:09:29
660,Verkhnechusovskiye Gorodki,58.1671,57.1086,56.05,98,100,8.12,light rain,RU,2022-06-20 14:11:51
661,Dubbo,-32.25,148.6167,48.33,87,100,10.36,overcast clouds,AU,2022-06-20 14:10:29
662,Voh,-20.9667,164.7,64.26,74,65,1.57,broken clouds,NC,2022-06-20 14:08:56
663,Fallbrook,33.3764,-117.2512,75.13,54,0,1.01,clear sky,US,2022-06-20 14:07:21
664,Biga,40.2281,27.2422,79.57,47,4,6.93,clear sky,TR,2022-06-20 14:11:53
665,Baltiysk,54.6538,19.911,54.05,88,100,7.49,overcast clouds,RU,2022-06-20 14:11:54
666,Kloulklubed,7.0419,134.2556,82.98,73,56,5.12,moderate rain,PW,2022-06-20 14:11:54
667,Broken Hill,-31.95,141.4333,55.18,48,93,9.78,overcast clouds,AU,2022-06-20 14:11:55
668,Zhanaozen,43.3,52.8,89.96,17,0,13.47,clear sky,KZ,2022-06-20 14:11:55
669,Lhokseumawe,5.1801,97.1507,80.01,81,100,4.54,light rain,ID,2022-06-20 14:11:56
670,Buzmeyin,38.0507,58.2056,90.32,15,2,19.46,clear sky,TM,2022-06-20 14:10:18
671,Worland,44.0169,-107.9554,58.68,74,0,5.75,clear sky,US,2022-06-20 14:11:57
672,Coos Bay,43.3665,-124.2179,54.99,97,0,3.44,clear sky,US,2022-06-20 14:11:57
673,Vuktyl,63.8567,57.3094,68.16,48,99,4.63,overcast clouds,RU,2022-06-20 14:11:58
674,Jiazi,22.8779,116.067,80.4,92,100,7.83,overcast clouds,CN,2022-06-20 14:11:58
675,Yaan,7.3833,8.5667,86.79,56,88,5.39,overcast clouds,NG,2022-06-20 14:11:59
676,Shubarshi,48.5872,57.1869,76.78,37,98,9.01,overcast clouds,KZ,2022-06-20 14:12:00
677,Gisborne,-38.6533,178.0042,49.71,75,100,16.78,overcast clouds,NZ,2022-06-20 14:12:01
678,Kulhudhuffushi,6.6221,73.07,82.6,75,100,16.4,overcast clouds,MV,2022-06-20 14:12:01
679,Ternate,0.8,127.4,80.85,76,33,3.38,scattered clouds,ID,2022-06-20 14:12:02
680,Vitim,59.4511,112.5578,53.28,97,100,8.52,light rain,RU,2022-06-20 14:12:03
681,Savinka,50.0785,47.0994,85.98,41,0,17.6,clear sky,RU,2022-06-20 14:12:03
682,Acatlan,20.15,-98.45,56.98,72,73,3.98,broken clouds,MX,2022-06-20 14:12:04
683,Thessalon,46.2501,-83.5666,52.09,92,100,9.71,moderate rain,CA,2022-06-20 14:10:59
684,Tautira,-17.7333,-149.15,78.76,77,37,16.33,scattered clouds,PF,2022-06-20 14:12:06
685,Keetmanshoop,-26.5833,18.1333,64.11,34,45,17.25,scattered clouds,NA,2022-06-20 14:12:07
686,Faya,18.3851,42.4509,77.52,52,89,13.13,overcast clouds,SA,2022-06-20 14:12:08
687,Atar,20.5169,-13.0499,76.15,86,100,2.66,light rain,MR,2022-06-20 14:12:08
688,Pimentel,-6.8367,-79.9342,64.69,77,75,6.91,broken clouds,PE,2022-06-20 14:12:09
689,Nuuk,64.1835,-51.7216,41.61,87,100,34.52,light rain,GL,2022-06-20 14:12:19
690,Kusti,13.1629,32.6635,96.08,29,93,11.77,overcast clouds,SD,2022-06-20 14:12:20
691,Kastamonu,41.5,33.6667,77.29,40,0,6.15,clear sky,TR,2022-06-20 14:12:20
692,Auki,-8.7676,160.7034,76.26,88,100,3.98,overcast clouds,SB,2022-06-20 14:12:21
693,Bijie,27.3125,105.2942,67.53,93,100,2.13,overcast clouds,CN,2022-06-20 14:12:21
694,Luderitz,-26.6481,15.1594,56.1,73,79,1.72,broken clouds,NA,2022-06-20 14:12:22
695,Hami,42.8,93.45,85.1,17,100,8.3,overcast clouds,CN,2022-06-20 14:12:23
696,Virginia Beach,36.8529,-75.978,76.05,43,40,10.36,scattered clouds,US,2022-06-20 14:09:05
697,Lasa,46.6166,10.7002,83.7,50,65,0.38,broken clouds,IT,2022-06-20 14:12:24
698,Beringovskiy,63.05,179.3167,44.38,92,100,10.65,overcast clouds,RU,2022-06-20 14:12:25
699,Naerbo,58.6667,5.65,64.98,72,0,16.28,clear sky,NO,2022-06-20 14:12:25
700,Bowen,-20.0167,148.2333,65.52,85,27,10.02,scattered clouds,AU,2022-06-20 14:12:26
701,Saint-Francois,46.4154,3.9054,91.67,29,0,4.61,clear sky,FR,2022-06-20 14:12:26
702,Koslan,63.4564,48.8989,65.05,36,91,8.21,overcast clouds,RU,2022-06-20 14:12:27
703,Nizwa,22.9333,57.5333,107.76,8,72,9.82,broken clouds,OM,2022-06-20 14:12:29
704,Vila Do Maio,15.1333,-23.2167,75.43,89,86,6.96,light rain,CV,2022-06-20 14:12:29
705,Ozorkow,51.9634,19.2914,66.34,92,100,10.36,overcast clouds,PL,2022-06-20 14:12:30
706,Colesberg,-30.72,25.0972,61.11,40,11,12.8,few clouds,ZA,2022-06-20 14:12:30
707,Gao,16.6362,1.637,103.64,15,26,6.62,scattered clouds,ML,2022-06-20 14:12:31
708,Jiexiu,37.0244,111.9125,82.63,32,99,7.87,overcast clouds,CN,2022-06-20 14:12:31
709,Mayya,61.7333,130.2811,70.92,69,100,5.75,overcast clouds,RU,2022-06-20 14:12:32
